-84.218,2013-10-03 14:50:28.875000
-63.573,2013-10-03 14:50:29.109000
-62.488,2013-10-03 14:50:29.234000
-62.729,2013-10-03 14:50:29.359000
-74.289,2013-10-03 14:50:29.468000
-83,2013-10-03 14:50:29.593000
-85.083,2013-10-03 14:50:29.718000
-87.35,2013-10-03 14:50:29.843000
-73.543,2013-10-03 14:50:29.968000
-81.052,2013-10-03 14:50:30.109000
-82.438,2013-10-03 14:50:30.234000
-80.263,2013-10-03 14:50:30.359000
-83.156,2013-10-03 14:50:30.484000
-82.552,2013-10-03 14:50:30.609000
-83.336,2013-10-03 14:50:30.718000
-81.488,2013-10-03 14:50:30.843000
-68.228,2013-10-03 14:50:30.984000
-82.143,2013-10-03 14:50:31.125000
-81.704,2013-10-03 14:50:31.234000
-69.792,2013-10-03 14:50:31.359000
-70.029,2013-10-03 14:50:31.484000
-82.562,2013-10-03 14:50:31.625000
-80.21,2013-10-03 14:50:31.750000
-81.668,2013-10-03 14:50:31.859000
-80.622,2013-10-03 14:50:31.984000
-79.62,2013-10-03 14:50:32.203000
-80.439,2013-10-03 14:50:32.328000
-79.512,2013-10-03 14:50:32.453000
-66.081,2013-10-03 14:50:32.578000
-82.286,2013-10-03 14:50:32.703000
-81.133,2013-10-03 14:50:32.828000
-65.913,2013-10-03 14:50:32.953000
-80.926,2013-10-03 14:50:33.093000
-82.879,2013-10-03 14:50:33.218000
-81.522,2013-10-03 14:50:33.343000
-84.195,2013-10-03 14:50:33.453000
-84.061,2013-10-03 14:50:33.578000
-81.306,2013-10-03 14:50:33.703000
-65.898,2013-10-03 14:50:33.812000
-65.985,2013-10-03 14:50:33.937000
-73.935,2013-10-03 14:50:34.093000
-65.231,2013-10-03 14:50:34.218000
-84.205,2013-10-03 14:50:34.343000
-66.686,2013-10-03 14:50:34.468000
-64.518,2013-10-03 14:50:34.593000
-83.669,2013-10-03 14:50:34.718000
-85.39,2013-10-03 14:50:34.843000
-84.101,2013-10-03 14:50:34.968000
-85.877,2013-10-03 14:50:35.093000
-82.578,2013-10-03 14:50:35.218000
-66.421,2013-10-03 14:50:35.343000
-80.008,2013-10-03 14:50:35.468000
-84.032,2013-10-03 14:50:35.609000
-83.127,2013-10-03 14:50:35.734000
-67.256,2013-10-03 14:50:35.859000
-79.718,2013-10-03 14:50:35.984000
-72.602,2013-10-03 14:50:36.125000
-66.96,2013-10-03 14:50:36.265000
-83.174,2013-10-03 14:50:36.390000
-80.67,2013-10-03 14:50:36.515000
-83.49,2013-10-03 14:50:36.656000
-83.487,2013-10-03 14:50:36.781000
-82.869,2013-10-03 14:50:36.906000
-83.169,2013-10-03 14:50:37.046000
-86.371,2013-10-03 14:50:37.187000
-73.266,2013-10-03 14:50:37.312000
-81.507,2013-10-03 14:50:37.437000
-86.117,2013-10-03 14:50:37.562000
-82.298,2013-10-03 14:50:37.687000
-83.936,2013-10-03 14:50:37.812000
-84.609,2013-10-03 14:50:37.937000
-81.485,2013-10-03 14:50:38.062000
-72.907,2013-10-03 14:50:38.203000
-83.805,2013-10-03 14:50:38.328000
-67.037,2013-10-03 14:50:38.453000
-66.465,2013-10-03 14:50:38.593000
-81.574,2013-10-03 14:50:38.718000
-81.875,2013-10-03 14:50:38.843000
-73.224,2013-10-03 14:50:38.984000
-65.674,2013-10-03 14:50:39.125000
-65.674,2013-10-03 14:50:39.250000
-85.308,2013-10-03 14:50:39.375000
-83.645,2013-10-03 14:50:39.500000
-67.72,2013-10-03 14:50:39.640000
-66.46,2013-10-03 14:50:39.781000
-82.698,2013-10-03 14:50:39.906000
-66.428,2013-10-03 14:50:40.046000
-80.884,2013-10-03 14:50:40.187000
-79.89,2013-10-03 14:50:40.312000
-81.665,2013-10-03 14:50:40.437000
-65.797,2013-10-03 14:50:40.562000
-84.285,2013-10-03 14:50:40.687000
-83.193,2013-10-03 14:50:40.812000
-66.99,2013-10-03 14:50:40.937000
-64.32,2013-10-03 14:50:41.062000
-64.726,2013-10-03 14:50:41.203000
-84.061,2013-10-03 14:50:41.328000
-82.645,2013-10-03 14:50:41.437000
-80.529,2013-10-03 14:50:41.562000
-81.473,2013-10-03 14:50:41.718000
-80.894,2013-10-03 14:50:41.843000
-83.77,2013-10-03 14:50:41.984000
-66.142,2013-10-03 14:50:42.109000
-83.669,2013-10-03 14:50:42.250000
-82.832,2013-10-03 14:50:42.375000
-80.874,2013-10-03 14:50:42.484000
-82.333,2013-10-03 14:50:42.609000
-84.727,2013-10-03 14:50:42.734000
-84.754,2013-10-03 14:50:42.859000
-71.059,2013-10-03 14:50:42.984000
-83.544,2013-10-03 14:50:43.109000
-82.801,2013-10-03 14:50:43.234000
-73.651,2013-10-03 14:50:43.453000
-66.862,2013-10-03 14:50:43.578000
-81.781,2013-10-03 14:50:43.703000
-66.962,2013-10-03 14:50:43.828000
-74.444,2013-10-03 14:50:43.953000
-83.413,2013-10-03 14:50:44.078000
-83.249,2013-10-03 14:50:44.203000
-83.395,2013-10-03 14:50:44.328000
-81.933,2013-10-03 14:50:44.468000
-83.701,2013-10-03 14:50:44.593000
-77.899,2013-10-03 14:50:44.718000
-84.341,2013-10-03 14:50:44.843000
-81.476,2013-10-03 14:50:44.984000
-84.468,2013-10-03 14:50:45.109000
-67.517,2013-10-03 14:50:45.234000
-85.364,2013-10-03 14:50:45.375000
-67.525,2013-10-03 14:50:45.500000
-80.91,2013-10-03 14:50:45.625000
-82.599,2013-10-03 14:50:45.750000
-72.51,2013-10-03 14:50:45.890000
-70.318,2013-10-03 14:50:46.015000
-83.159,2013-10-03 14:50:46.140000
-82.127,2013-10-03 14:50:46.250000
-81.535,2013-10-03 14:50:46.390000
-83.146,2013-10-03 14:50:46.515000
-77.638,2013-10-03 14:50:46.640000
-61.668,2013-10-03 14:50:46.750000
-80.153,2013-10-03 14:50:46.875000
-79.016,2013-10-03 14:50:47
-81.924,2013-10-03 14:50:47.125000
-79.529,2013-10-03 14:50:47.234000
