965	817	737	619	551	433	427	363	328	280	238	185	138	92
320	405	322	419	346	380	390	304	328	267	212	169	128	91
158	215	230	213	270	305	260	292	250	194	204	155	125	93
120	105	93	143	62	185	251	181	187	156	196	148	127	88
636	669	513	482	472	423	338	329	314	274	238	182	139	93
355	515	400	358	293	223	322	321	318	267	235	183	137	90
255	300	290	269	251	264	298	305	312	266	238	181	138	92
183	262	307	245	259	206	297	307	324	260	230	179	138	91
