4170	4180	4220	3870	3940	4070																																																																																												
3460	3720	3800	4180	4230	4160																																																																																												
4160	4170	4190	3590	3830	3720																																																																																												
4280	4390	4280	4060	3910	3840																																																																																												
3330	3050	3020	2900	3370	3860																																																																																												
2480	2650	2820	4140	4190	4120																																																																																												
2030	3180	2970	3960	3860	3770																																																																																												
3310	3740	3630	4240	3860	3820																																																																																												
