18.40888	5970	6040
187.10756	4270	3830
197.57136	375	1990
128.39916	6030	6010
141.3076	4150	1400
203.01624	5130	1910
287.17112	0	0
261.15052	688	0
259.05776	430	44.7
277.17032	45.2	130
182.99612	875	237
142.84476	5840	4590
277.1518	0	223
173.2546	5330	5270
152.40108	1390	1470
232.74084	1330	1780
235.87072	355	0
179.05136	5560	3300
202.83104	2530	325
158.04968	4940	2360
108.19384	5920	5880
184.88516	0	0
